"startdate","category","A0","B0","enddate","D0","E0","F0","pres","knownDate","presparty"
NA,NA,45,48,2010-10-04,NA,NA,NA,"Obama",2010-10-06,"D"
NA,NA,46,48,2010-10-03,NA,NA,NA,"Obama",2010-10-05,"D"
NA,NA,46,46,2010-10-02,NA,NA,NA,"Obama",2010-10-04,"D"
NA,NA,46,46,2010-10-01,NA,NA,NA,"Obama",2010-10-03,"D"
NA,NA,46,46,2010-09-30,NA,NA,NA,"Obama",2010-10-02,"D"
NA,NA,47,47,2010-09-29,NA,NA,NA,"Obama",2010-10-01,"D"
NA,NA,45,49,2010-09-28,NA,NA,NA,"Obama",2010-09-30,"D"
NA,NA,45,49,2010-09-27,NA,NA,NA,"Obama",2010-09-29,"D"
NA,NA,44,49,2010-09-26,NA,NA,NA,"Obama",2010-09-28,"D"
NA,NA,44,49,2010-09-25,NA,NA,NA,"Obama",2010-09-27,"D"
NA,NA,44,48,2010-09-24,NA,NA,NA,"Obama",2010-09-26,"D"
NA,NA,44,48,2010-09-23,NA,NA,NA,"Obama",2010-09-25,"D"
NA,NA,44,47,2010-09-22,NA,NA,NA,"Obama",2010-09-24,"D"
NA,NA,43,48,2010-09-21,NA,NA,NA,"Obama",2010-09-23,"D"
NA,NA,45,46,2010-09-20,NA,NA,NA,"Obama",2010-09-22,"D"
NA,NA,47,46,2010-09-19,NA,NA,NA,"Obama",2010-09-21,"D"
NA,NA,47,46,2010-09-18,NA,NA,NA,"Obama",2010-09-20,"D"
NA,NA,45,49,2010-09-17,NA,NA,NA,"Obama",2010-09-19,"D"
NA,NA,45,48,2010-09-16,NA,NA,NA,"Obama",2010-09-18,"D"
NA,NA,45,48,2010-09-15,NA,NA,NA,"Obama",2010-09-17,"D"
NA,NA,46,47,2010-09-14,NA,NA,NA,"Obama",2010-09-16,"D"
NA,NA,47,46,2010-09-13,NA,NA,NA,"Obama",2010-09-15,"D"
NA,NA,46,46,2010-09-12,NA,NA,NA,"Obama",2010-09-14,"D"
NA,NA,46,46,2010-09-11,NA,NA,NA,"Obama",2010-09-13,"D"
NA,NA,44,48,2010-09-10,NA,NA,NA,"Obama",2010-09-12,"D"
NA,NA,45,47,2010-09-09,NA,NA,NA,"Obama",2010-09-11,"D"
NA,NA,46,46,2010-09-08,NA,NA,NA,"Obama",2010-09-10,"D"
NA,NA,45,47,2010-09-07,NA,NA,NA,"Obama",2010-09-09,"D"
NA,NA,46,47,2010-09-06,NA,NA,NA,"Obama",2010-09-08,"D"
NA,NA,44,49,2010-09-05,NA,NA,NA,"Obama",2010-09-07,"D"
NA,NA,45,48,2010-09-04,NA,NA,NA,"Obama",2010-09-06,"D"
NA,NA,43,49,2010-09-03,NA,NA,NA,"Obama",2010-09-05,"D"
NA,NA,46,46,2010-09-02,NA,NA,NA,"Obama",2010-09-04,"D"
NA,NA,46,45,2010-09-01,NA,NA,NA,"Obama",2010-09-03,"D"
NA,NA,47,45,2010-08-31,NA,NA,NA,"Obama",2010-09-02,"D"
NA,NA,45,47,2010-08-30,NA,NA,NA,"Obama",2010-09-01,"D"
NA,NA,43,49,2010-08-29,NA,NA,NA,"Obama",2010-08-31,"D"
NA,NA,43,49,2010-08-28,NA,NA,NA,"Obama",2010-08-30,"D"
NA,NA,44,48,2010-08-27,NA,NA,NA,"Obama",2010-08-29,"D"
NA,NA,44,49,2010-08-26,NA,NA,NA,"Obama",2010-08-28,"D"
NA,NA,43,50,2010-08-25,NA,NA,NA,"Obama",2010-08-27,"D"
NA,NA,42,51,2010-08-24,NA,NA,NA,"Obama",2010-08-26,"D"
NA,NA,45,50,2010-08-23,NA,NA,NA,"Obama",2010-08-25,"D"
NA,NA,44,49,2010-08-22,NA,NA,NA,"Obama",2010-08-24,"D"
NA,NA,44,49,2010-08-21,NA,NA,NA,"Obama",2010-08-23,"D"
NA,NA,43,50,2010-08-20,NA,NA,NA,"Obama",2010-08-22,"D"
NA,NA,42,51,2010-08-19,NA,NA,NA,"Obama",2010-08-21,"D"
NA,NA,41,52,2010-08-18,NA,NA,NA,"Obama",2010-08-20,"D"
NA,NA,41,52,2010-08-17,NA,NA,NA,"Obama",2010-08-19,"D"
NA,NA,42,51,2010-08-16,NA,NA,NA,"Obama",2010-08-18,"D"
NA,NA,42,50,2010-08-15,NA,NA,NA,"Obama",2010-08-17,"D"
NA,NA,42,49,2010-08-14,NA,NA,NA,"Obama",2010-08-16,"D"
NA,NA,43,48,2010-08-13,NA,NA,NA,"Obama",2010-08-15,"D"
NA,NA,44,48,2010-08-12,NA,NA,NA,"Obama",2010-08-14,"D"
NA,NA,46,47,2010-08-11,NA,NA,NA,"Obama",2010-08-13,"D"
NA,NA,45,48,2010-08-10,NA,NA,NA,"Obama",2010-08-12,"D"
NA,NA,46,47,2010-08-09,NA,NA,NA,"Obama",2010-08-11,"D"
NA,NA,45,48,2010-08-08,NA,NA,NA,"Obama",2010-08-10,"D"
NA,NA,47,46,2010-08-07,NA,NA,NA,"Obama",2010-08-09,"D"
NA,NA,46,47,2010-08-06,NA,NA,NA,"Obama",2010-08-08,"D"
NA,NA,45,49,2010-08-05,NA,NA,NA,"Obama",2010-08-07,"D"
NA,NA,45,48,2010-08-04,NA,NA,NA,"Obama",2010-08-06,"D"
NA,NA,44,48,2010-08-03,NA,NA,NA,"Obama",2010-08-05,"D"
NA,NA,45,46,2010-08-02,NA,NA,NA,"Obama",2010-08-04,"D"
NA,NA,45,47,2010-08-01,NA,NA,NA,"Obama",2010-08-03,"D"
NA,NA,44,47,2010-07-31,NA,NA,NA,"Obama",2010-08-02,"D"
NA,NA,46,47,2010-07-30,NA,NA,NA,"Obama",2010-08-01,"D"
NA,NA,45,47,2010-07-29,NA,NA,NA,"Obama",2010-07-31,"D"
NA,NA,46,47,2010-07-28,NA,NA,NA,"Obama",2010-07-30,"D"
NA,NA,45,49,2010-07-27,NA,NA,NA,"Obama",2010-07-29,"D"
NA,NA,45,48,2010-07-26,NA,NA,NA,"Obama",2010-07-28,"D"
NA,NA,46,47,2010-07-25,NA,NA,NA,"Obama",2010-07-27,"D"
NA,NA,44,47,2010-07-24,NA,NA,NA,"Obama",2010-07-26,"D"
NA,NA,44,47,2010-07-23,NA,NA,NA,"Obama",2010-07-25,"D"
NA,NA,44,48,2010-07-22,NA,NA,NA,"Obama",2010-07-24,"D"
NA,NA,46,46,2010-07-21,NA,NA,NA,"Obama",2010-07-23,"D"
NA,NA,46,47,2010-07-20,NA,NA,NA,"Obama",2010-07-22,"D"
NA,NA,47,45,2010-07-19,NA,NA,NA,"Obama",2010-07-21,"D"
NA,NA,48,44,2010-07-18,NA,NA,NA,"Obama",2010-07-20,"D"
NA,NA,49,44,2010-07-17,NA,NA,NA,"Obama",2010-07-19,"D"
NA,NA,47,45,2010-07-16,NA,NA,NA,"Obama",2010-07-18,"D"
NA,NA,44,48,2010-07-15,NA,NA,NA,"Obama",2010-07-17,"D"
NA,NA,44,48,2010-07-14,NA,NA,NA,"Obama",2010-07-16,"D"
NA,NA,45,47,2010-07-13,NA,NA,NA,"Obama",2010-07-15,"D"
NA,NA,48,45,2010-07-12,NA,NA,NA,"Obama",2010-07-14,"D"
NA,NA,47,46,2010-07-11,NA,NA,NA,"Obama",2010-07-13,"D"
NA,NA,47,46,2010-07-10,NA,NA,NA,"Obama",2010-07-12,"D"
NA,NA,46,47,2010-07-09,NA,NA,NA,"Obama",2010-07-11,"D"
NA,NA,45,48,2010-07-08,NA,NA,NA,"Obama",2010-07-10,"D"
NA,NA,44,48,2010-07-07,NA,NA,NA,"Obama",2010-07-09,"D"
NA,NA,44,46,2010-07-06,NA,NA,NA,"Obama",2010-07-08,"D"
NA,NA,44,46,2010-07-05,NA,NA,NA,"Obama",2010-07-07,"D"
NA,NA,46,45,2010-07-03,NA,NA,NA,"Obama",2010-07-05,"D"
NA,NA,47,46,2010-07-02,NA,NA,NA,"Obama",2010-07-04,"D"
NA,NA,49,44,2010-07-01,NA,NA,NA,"Obama",2010-07-03,"D"
NA,NA,47,45,2010-06-30,NA,NA,NA,"Obama",2010-07-02,"D"
NA,NA,46,45,2010-06-29,NA,NA,NA,"Obama",2010-07-01,"D"
NA,NA,46,45,2010-06-28,NA,NA,NA,"Obama",2010-06-30,"D"
NA,NA,46,46,2010-06-27,NA,NA,NA,"Obama",2010-06-29,"D"
NA,NA,45,46,2010-06-26,NA,NA,NA,"Obama",2010-06-28,"D"
NA,NA,46,46,2010-06-25,NA,NA,NA,"Obama",2010-06-27,"D"
NA,NA,45,45,2010-06-24,NA,NA,NA,"Obama",2010-06-26,"D"
NA,NA,45,46,2010-06-23,NA,NA,NA,"Obama",2010-06-25,"D"
NA,NA,45,46,2010-06-22,NA,NA,NA,"Obama",2010-06-24,"D"
NA,NA,48,45,2010-06-21,NA,NA,NA,"Obama",2010-06-23,"D"
NA,NA,49,44,2010-06-20,NA,NA,NA,"Obama",2010-06-22,"D"
NA,NA,48,45,2010-06-19,NA,NA,NA,"Obama",2010-06-21,"D"
NA,NA,45,46,2010-06-18,NA,NA,NA,"Obama",2010-06-20,"D"
NA,NA,45,46,2010-06-17,NA,NA,NA,"Obama",2010-06-19,"D"
NA,NA,46,44,2010-06-16,NA,NA,NA,"Obama",2010-06-18,"D"
NA,NA,49,43,2010-06-15,NA,NA,NA,"Obama",2010-06-17,"D"
NA,NA,49,44,2010-06-14,NA,NA,NA,"Obama",2010-06-16,"D"
NA,NA,48,45,2010-06-13,NA,NA,NA,"Obama",2010-06-15,"D"
NA,NA,46,46,2010-06-12,NA,NA,NA,"Obama",2010-06-14,"D"
NA,NA,44,48,2010-06-11,NA,NA,NA,"Obama",2010-06-13,"D"
NA,NA,45,48,2010-06-10,NA,NA,NA,"Obama",2010-06-12,"D"
NA,NA,44,48,2010-06-09,NA,NA,NA,"Obama",2010-06-11,"D"
NA,NA,47,45,2010-06-08,NA,NA,NA,"Obama",2010-06-10,"D"
NA,NA,45,46,2010-06-07,NA,NA,NA,"Obama",2010-06-09,"D"
NA,NA,47,44,2010-06-06,NA,NA,NA,"Obama",2010-06-08,"D"
NA,NA,45,47,2010-06-05,NA,NA,NA,"Obama",2010-06-07,"D"
NA,NA,46,47,2010-06-04,NA,NA,NA,"Obama",2010-06-06,"D"
NA,NA,48,45,2010-06-03,NA,NA,NA,"Obama",2010-06-05,"D"
NA,NA,49,45,2010-06-02,NA,NA,NA,"Obama",2010-06-04,"D"
NA,NA,50,44,2010-06-01,NA,NA,NA,"Obama",2010-06-03,"D"
NA,NA,47,46,2010-05-30,NA,NA,NA,"Obama",2010-06-01,"D"
NA,NA,46,45,2010-05-29,NA,NA,NA,"Obama",2010-05-31,"D"
NA,NA,45,47,2010-05-28,NA,NA,NA,"Obama",2010-05-30,"D"
NA,NA,45,47,2010-05-27,NA,NA,NA,"Obama",2010-05-29,"D"
NA,NA,46,47,2010-05-26,NA,NA,NA,"Obama",2010-05-28,"D"
NA,NA,47,45,2010-05-25,NA,NA,NA,"Obama",2010-05-27,"D"
NA,NA,48,44,2010-05-24,NA,NA,NA,"Obama",2010-05-26,"D"
NA,NA,48,45,2010-05-23,NA,NA,NA,"Obama",2010-05-25,"D"
NA,NA,48,45,2010-05-22,NA,NA,NA,"Obama",2010-05-24,"D"
NA,NA,49,45,2010-05-21,NA,NA,NA,"Obama",2010-05-23,"D"
NA,NA,48,44,2010-05-19,NA,NA,NA,"Obama",2010-05-21,"D"
NA,NA,49,45,2010-05-18,NA,NA,NA,"Obama",2010-05-20,"D"
NA,NA,46,46,2010-05-17,NA,NA,NA,"Obama",2010-05-19,"D"
NA,NA,47,46,2010-05-16,NA,NA,NA,"Obama",2010-05-18,"D"
NA,NA,48,44,2010-05-15,NA,NA,NA,"Obama",2010-05-17,"D"
NA,NA,51,42,2010-05-14,NA,NA,NA,"Obama",2010-05-16,"D"
NA,NA,52,41,2010-05-13,NA,NA,NA,"Obama",2010-05-15,"D"
NA,NA,51,42,2010-05-12,NA,NA,NA,"Obama",2010-05-14,"D"
NA,NA,49,43,2010-05-11,NA,NA,NA,"Obama",2010-05-13,"D"
NA,NA,51,42,2010-05-10,NA,NA,NA,"Obama",2010-05-12,"D"
NA,NA,50,43,2010-05-09,NA,NA,NA,"Obama",2010-05-11,"D"
NA,NA,50,43,2010-05-08,NA,NA,NA,"Obama",2010-05-10,"D"
NA,NA,49,43,2010-05-07,NA,NA,NA,"Obama",2010-05-09,"D"
NA,NA,48,43,2010-05-06,NA,NA,NA,"Obama",2010-05-08,"D"
NA,NA,50,42,2010-05-05,NA,NA,NA,"Obama",2010-05-07,"D"
NA,NA,50,43,2010-05-04,NA,NA,NA,"Obama",2010-05-06,"D"
NA,NA,50,45,2010-05-03,NA,NA,NA,"Obama",2010-05-05,"D"
NA,NA,47,47,2010-05-02,NA,NA,NA,"Obama",2010-05-04,"D"
NA,NA,47,46,2010-05-01,NA,NA,NA,"Obama",2010-05-03,"D"
NA,NA,49,44,2010-04-30,NA,NA,NA,"Obama",2010-05-02,"D"
NA,NA,49,45,2010-04-29,NA,NA,NA,"Obama",2010-05-01,"D"
NA,NA,49,44,2010-04-28,NA,NA,NA,"Obama",2010-04-30,"D"
NA,NA,49,44,2010-04-27,NA,NA,NA,"Obama",2010-04-29,"D"
NA,NA,51,42,2010-04-26,NA,NA,NA,"Obama",2010-04-28,"D"
NA,NA,51,42,2010-04-25,NA,NA,NA,"Obama",2010-04-27,"D"
NA,NA,50,43,2010-04-24,NA,NA,NA,"Obama",2010-04-26,"D"
NA,NA,49,42,2010-04-23,NA,NA,NA,"Obama",2010-04-25,"D"
NA,NA,50,42,2010-04-22,NA,NA,NA,"Obama",2010-04-24,"D"
NA,NA,49,43,2010-04-21,NA,NA,NA,"Obama",2010-04-23,"D"
NA,NA,49,45,2010-04-20,NA,NA,NA,"Obama",2010-04-22,"D"
NA,NA,49,45,2010-04-19,NA,NA,NA,"Obama",2010-04-21,"D"
NA,NA,48,46,2010-04-18,NA,NA,NA,"Obama",2010-04-20,"D"
NA,NA,47,46,2010-04-17,NA,NA,NA,"Obama",2010-04-19,"D"
NA,NA,46,46,2010-04-16,NA,NA,NA,"Obama",2010-04-18,"D"
NA,NA,49,44,2010-04-15,NA,NA,NA,"Obama",2010-04-17,"D"
NA,NA,49,45,2010-04-14,NA,NA,NA,"Obama",2010-04-16,"D"
NA,NA,49,45,2010-04-13,NA,NA,NA,"Obama",2010-04-15,"D"
NA,NA,46,46,2010-04-12,NA,NA,NA,"Obama",2010-04-14,"D"
NA,NA,45,48,2010-04-11,NA,NA,NA,"Obama",2010-04-13,"D"
NA,NA,45,48,2010-04-10,NA,NA,NA,"Obama",2010-04-12,"D"
NA,NA,47,48,2010-04-09,NA,NA,NA,"Obama",2010-04-11,"D"
NA,NA,49,46,2010-04-08,NA,NA,NA,"Obama",2010-04-10,"D"
NA,NA,49,46,2010-04-07,NA,NA,NA,"Obama",2010-04-09,"D"
NA,NA,50,45,2010-04-06,NA,NA,NA,"Obama",2010-04-08,"D"
NA,NA,49,46,2010-04-05,NA,NA,NA,"Obama",2010-04-07,"D"
NA,NA,48,46,2010-04-03,NA,NA,NA,"Obama",2010-04-05,"D"
NA,NA,48,45,2010-04-02,NA,NA,NA,"Obama",2010-04-04,"D"
NA,NA,50,43,2010-04-01,NA,NA,NA,"Obama",2010-04-03,"D"
NA,NA,50,42,2010-03-31,NA,NA,NA,"Obama",2010-04-02,"D"
NA,NA,50,43,2010-03-30,NA,NA,NA,"Obama",2010-04-01,"D"
NA,NA,48,44,2010-03-29,NA,NA,NA,"Obama",2010-03-31,"D"
NA,NA,48,46,2010-03-28,NA,NA,NA,"Obama",2010-03-30,"D"
NA,NA,46,46,2010-03-27,NA,NA,NA,"Obama",2010-03-29,"D"
NA,NA,48,45,2010-03-26,NA,NA,NA,"Obama",2010-03-28,"D"
NA,NA,50,44,2010-03-25,NA,NA,NA,"Obama",2010-03-27,"D"
NA,NA,51,42,2010-03-24,NA,NA,NA,"Obama",2010-03-26,"D"
NA,NA,50,44,2010-03-23,NA,NA,NA,"Obama",2010-03-25,"D"
NA,NA,51,43,2010-03-22,NA,NA,NA,"Obama",2010-03-24,"D"
NA,NA,50,43,2010-03-21,NA,NA,NA,"Obama",2010-03-23,"D"
NA,NA,50,43,2010-03-20,NA,NA,NA,"Obama",2010-03-22,"D"
NA,NA,47,47,2010-03-18,NA,NA,NA,"Obama",2010-03-20,"D"
NA,NA,46,48,2010-03-17,NA,NA,NA,"Obama",2010-03-19,"D"
NA,NA,46,47,2010-03-16,NA,NA,NA,"Obama",2010-03-18,"D"
NA,NA,48,44,2010-03-15,NA,NA,NA,"Obama",2010-03-17,"D"
NA,NA,49,44,2010-03-14,NA,NA,NA,"Obama",2010-03-16,"D"
NA,NA,49,44,2010-03-13,NA,NA,NA,"Obama",2010-03-15,"D"
NA,NA,47,44,2010-03-12,NA,NA,NA,"Obama",2010-03-14,"D"
NA,NA,46,45,2010-03-11,NA,NA,NA,"Obama",2010-03-13,"D"
NA,NA,46,45,2010-03-10,NA,NA,NA,"Obama",2010-03-12,"D"
NA,NA,48,44,2010-03-09,NA,NA,NA,"Obama",2010-03-11,"D"
NA,NA,49,43,2010-03-08,NA,NA,NA,"Obama",2010-03-10,"D"
NA,NA,49,44,2010-03-07,NA,NA,NA,"Obama",2010-03-09,"D"
NA,NA,48,46,2010-03-06,NA,NA,NA,"Obama",2010-03-08,"D"
NA,NA,47,46,2010-03-05,NA,NA,NA,"Obama",2010-03-07,"D"
NA,NA,50,44,2010-03-04,NA,NA,NA,"Obama",2010-03-06,"D"
NA,NA,50,43,2010-03-03,NA,NA,NA,"Obama",2010-03-05,"D"
NA,NA,52,41,2010-03-02,NA,NA,NA,"Obama",2010-03-04,"D"
NA,NA,50,43,2010-03-01,NA,NA,NA,"Obama",2010-03-03,"D"
NA,NA,50,44,2010-02-28,NA,NA,NA,"Obama",2010-03-02,"D"
NA,NA,50,45,2010-02-27,NA,NA,NA,"Obama",2010-03-01,"D"
NA,NA,49,45,2010-02-26,NA,NA,NA,"Obama",2010-02-28,"D"
NA,NA,50,42,2010-02-25,NA,NA,NA,"Obama",2010-02-27,"D"
NA,NA,50,42,2010-02-24,NA,NA,NA,"Obama",2010-02-26,"D"
NA,NA,51,43,2010-02-23,NA,NA,NA,"Obama",2010-02-25,"D"
NA,NA,51,43,2010-02-22,NA,NA,NA,"Obama",2010-02-24,"D"
NA,NA,49,43,2010-02-21,NA,NA,NA,"Obama",2010-02-23,"D"
NA,NA,48,45,2010-02-20,NA,NA,NA,"Obama",2010-02-22,"D"
NA,NA,48,45,2010-02-19,NA,NA,NA,"Obama",2010-02-21,"D"
NA,NA,48,44,2010-02-18,NA,NA,NA,"Obama",2010-02-20,"D"
NA,NA,51,41,2010-02-17,NA,NA,NA,"Obama",2010-02-19,"D"
NA,NA,50,41,2010-02-16,NA,NA,NA,"Obama",2010-02-18,"D"
NA,NA,52,41,2010-02-15,NA,NA,NA,"Obama",2010-02-17,"D"
NA,NA,53,40,2010-02-14,NA,NA,NA,"Obama",2010-02-16,"D"
NA,NA,53,40,2010-02-13,NA,NA,NA,"Obama",2010-02-15,"D"
NA,NA,52,41,2010-02-12,NA,NA,NA,"Obama",2010-02-14,"D"
NA,NA,51,42,2010-02-11,NA,NA,NA,"Obama",2010-02-13,"D"
NA,NA,50,43,2010-02-10,NA,NA,NA,"Obama",2010-02-12,"D"
NA,NA,51,41,2010-02-09,NA,NA,NA,"Obama",2010-02-11,"D"
NA,NA,50,41,2010-02-08,NA,NA,NA,"Obama",2010-02-10,"D"
NA,NA,51,41,2010-02-07,NA,NA,NA,"Obama",2010-02-09,"D"
NA,NA,49,44,2010-02-06,NA,NA,NA,"Obama",2010-02-08,"D"
NA,NA,50,43,2010-02-05,NA,NA,NA,"Obama",2010-02-07,"D"
NA,NA,49,44,2010-02-04,NA,NA,NA,"Obama",2010-02-06,"D"
NA,NA,50,44,2010-02-03,NA,NA,NA,"Obama",2010-02-05,"D"
NA,NA,51,42,2010-02-02,NA,NA,NA,"Obama",2010-02-04,"D"
NA,NA,51,42,2010-02-01,NA,NA,NA,"Obama",2010-02-03,"D"
NA,NA,50,44,2010-01-31,NA,NA,NA,"Obama",2010-02-02,"D"
NA,NA,48,46,2010-01-30,NA,NA,NA,"Obama",2010-02-01,"D"
NA,NA,47,47,2010-01-29,NA,NA,NA,"Obama",2010-01-31,"D"
NA,NA,48,45,2010-01-28,NA,NA,NA,"Obama",2010-01-30,"D"
NA,NA,47,46,2010-01-27,NA,NA,NA,"Obama",2010-01-29,"D"
NA,NA,48,46,2010-01-26,NA,NA,NA,"Obama",2010-01-28,"D"
NA,NA,48,47,2010-01-25,NA,NA,NA,"Obama",2010-01-27,"D"
NA,NA,48,47,2010-01-24,NA,NA,NA,"Obama",2010-01-26,"D"
NA,NA,48,47,2010-01-23,NA,NA,NA,"Obama",2010-01-25,"D"
NA,NA,47,47,2010-01-22,NA,NA,NA,"Obama",2010-01-24,"D"
NA,NA,49,45,2010-01-21,NA,NA,NA,"Obama",2010-01-23,"D"
NA,NA,49,44,2010-01-20,NA,NA,NA,"Obama",2010-01-22,"D"
NA,NA,50,43,2010-01-19,NA,NA,NA,"Obama",2010-01-21,"D"
NA,NA,50,43,2010-01-18,NA,NA,NA,"Obama",2010-01-20,"D"
NA,NA,50,43,2010-01-17,NA,NA,NA,"Obama",2010-01-19,"D"
NA,NA,50,42,2010-01-16,NA,NA,NA,"Obama",2010-01-18,"D"
NA,NA,49,44,2010-01-15,NA,NA,NA,"Obama",2010-01-17,"D"
NA,NA,49,45,2010-01-14,NA,NA,NA,"Obama",2010-01-16,"D"
NA,NA,50,43,2010-01-13,NA,NA,NA,"Obama",2010-01-15,"D"
NA,NA,50,42,2010-01-12,NA,NA,NA,"Obama",2010-01-14,"D"
NA,NA,50,42,2010-01-11,NA,NA,NA,"Obama",2010-01-13,"D"
NA,NA,49,44,2010-01-10,NA,NA,NA,"Obama",2010-01-12,"D"
NA,NA,50,43,2010-01-09,NA,NA,NA,"Obama",2010-01-11,"D"
NA,NA,52,41,2010-01-08,NA,NA,NA,"Obama",2010-01-10,"D"
NA,NA,52,41,2010-01-07,NA,NA,NA,"Obama",2010-01-09,"D"
NA,NA,52,42,2010-01-06,NA,NA,NA,"Obama",2010-01-08,"D"
NA,NA,51,44,2010-01-05,NA,NA,NA,"Obama",2010-01-07,"D"
NA,NA,50,44,2010-01-04,NA,NA,NA,"Obama",2010-01-06,"D"
NA,NA,49,44,2010-01-03,NA,NA,NA,"Obama",2010-01-05,"D"
NA,NA,51,43,2010-01-02,NA,NA,NA,"Obama",2010-01-04,"D"
NA,NA,51,42,2009-12-30,NA,NA,NA,"Obama",2010-01-01,"D"
NA,NA,53,41,2009-12-29,NA,NA,NA,"Obama",2009-12-31,"D"
NA,NA,52,41,2009-12-28,NA,NA,NA,"Obama",2009-12-30,"D"
NA,NA,51,43,2009-12-27,NA,NA,NA,"Obama",2009-12-29,"D"
NA,NA,51,42,2009-12-23,NA,NA,NA,"Obama",2009-12-25,"D"
NA,NA,50,44,2009-12-22,NA,NA,NA,"Obama",2009-12-24,"D"
NA,NA,51,43,2009-12-21,NA,NA,NA,"Obama",2009-12-23,"D"
NA,NA,49,46,2009-12-20,NA,NA,NA,"Obama",2009-12-22,"D"
NA,NA,50,44,2009-12-19,NA,NA,NA,"Obama",2009-12-21,"D"
NA,NA,50,43,2009-12-18,NA,NA,NA,"Obama",2009-12-20,"D"
NA,NA,52,40,2009-12-17,NA,NA,NA,"Obama",2009-12-19,"D"
NA,NA,51,41,2009-12-16,NA,NA,NA,"Obama",2009-12-18,"D"
NA,NA,49,41,2009-12-15,NA,NA,NA,"Obama",2009-12-17,"D"
NA,NA,48,42,2009-12-14,NA,NA,NA,"Obama",2009-12-16,"D"
NA,NA,48,42,2009-12-13,NA,NA,NA,"Obama",2009-12-15,"D"
NA,NA,48,43,2009-12-12,NA,NA,NA,"Obama",2009-12-14,"D"
NA,NA,50,44,2009-12-11,NA,NA,NA,"Obama",2009-12-13,"D"
NA,NA,50,44,2009-12-10,NA,NA,NA,"Obama",2009-12-12,"D"
NA,NA,50,45,2009-12-07,NA,NA,NA,"Obama",2009-12-09,"D"
NA,NA,47,46,2009-12-06,NA,NA,NA,"Obama",2009-12-08,"D"
NA,NA,49,44,2009-12-05,NA,NA,NA,"Obama",2009-12-07,"D"
NA,NA,52,41,2009-12-04,NA,NA,NA,"Obama",2009-12-06,"D"
NA,NA,52,41,2009-12-03,NA,NA,NA,"Obama",2009-12-05,"D"
NA,NA,51,42,2009-12-02,NA,NA,NA,"Obama",2009-12-04,"D"
NA,NA,49,44,2009-12-01,NA,NA,NA,"Obama",2009-12-03,"D"
NA,NA,51,42,2009-11-30,NA,NA,NA,"Obama",2009-12-02,"D"
NA,NA,51,41,2009-11-29,NA,NA,NA,"Obama",2009-12-01,"D"
NA,NA,51,41,2009-11-28,NA,NA,NA,"Obama",2009-11-30,"D"
NA,NA,49,42,2009-11-27,NA,NA,NA,"Obama",2009-11-29,"D"
NA,NA,49,44,2009-11-25,NA,NA,NA,"Obama",2009-11-27,"D"
NA,NA,49,44,2009-11-24,NA,NA,NA,"Obama",2009-11-26,"D"
NA,NA,49,44,2009-11-23,NA,NA,NA,"Obama",2009-11-25,"D"
NA,NA,49,44,2009-11-22,NA,NA,NA,"Obama",2009-11-24,"D"
NA,NA,48,44,2009-11-21,NA,NA,NA,"Obama",2009-11-23,"D"
NA,NA,49,44,2009-11-20,NA,NA,NA,"Obama",2009-11-22,"D"
NA,NA,49,44,2009-11-19,NA,NA,NA,"Obama",2009-11-21,"D"
NA,NA,50,44,2009-11-18,NA,NA,NA,"Obama",2009-11-20,"D"
NA,NA,50,42,2009-11-17,NA,NA,NA,"Obama",2009-11-19,"D"
NA,NA,50,42,2009-11-16,NA,NA,NA,"Obama",2009-11-18,"D"
NA,NA,53,38,2009-11-15,NA,NA,NA,"Obama",2009-11-17,"D"
NA,NA,53,39,2009-11-14,NA,NA,NA,"Obama",2009-11-16,"D"
NA,NA,54,38,2009-11-13,NA,NA,NA,"Obama",2009-11-15,"D"
NA,NA,52,41,2009-11-12,NA,NA,NA,"Obama",2009-11-14,"D"
NA,NA,53,41,2009-11-11,NA,NA,NA,"Obama",2009-11-13,"D"
NA,NA,51,42,2009-11-10,NA,NA,NA,"Obama",2009-11-12,"D"
NA,NA,54,39,2009-11-09,NA,NA,NA,"Obama",2009-11-11,"D"
NA,NA,53,41,2009-11-08,NA,NA,NA,"Obama",2009-11-10,"D"
NA,NA,54,41,2009-11-07,NA,NA,NA,"Obama",2009-11-09,"D"
NA,NA,52,42,2009-11-06,NA,NA,NA,"Obama",2009-11-08,"D"
NA,NA,52,42,2009-11-05,NA,NA,NA,"Obama",2009-11-07,"D"
NA,NA,52,42,2009-11-04,NA,NA,NA,"Obama",2009-11-06,"D"
NA,NA,50,43,2009-11-03,NA,NA,NA,"Obama",2009-11-05,"D"
NA,NA,50,41,2009-11-02,NA,NA,NA,"Obama",2009-11-04,"D"
NA,NA,53,39,2009-11-01,NA,NA,NA,"Obama",2009-11-03,"D"
NA,NA,55,38,2009-10-31,NA,NA,NA,"Obama",2009-11-02,"D"
NA,NA,55,40,2009-10-30,NA,NA,NA,"Obama",2009-11-01,"D"
NA,NA,53,40,2009-10-29,NA,NA,NA,"Obama",2009-10-31,"D"
NA,NA,51,43,2009-10-28,NA,NA,NA,"Obama",2009-10-30,"D"
NA,NA,51,42,2009-10-27,NA,NA,NA,"Obama",2009-10-29,"D"
NA,NA,51,41,2009-10-26,NA,NA,NA,"Obama",2009-10-28,"D"
NA,NA,52,38,2009-10-25,NA,NA,NA,"Obama",2009-10-27,"D"
